transaction_id,account_id,transaction_date,transaction_type,description,transaction_amount,transaction_reference_id,utr_number
4caa5388-56fe-2218-b33f-c63b76bbcd64,423ac11b-0b0e-2095-6753-17e4b5b84324,2025-07-28 01:08:35.000000,credit,FT -  35704606 -  50200013729069 - SELECTION MOBILE,"₹374,240.98",S99478284,ADQrEiaY9j2MPLKFbdmE753re/wN6QCftvoQVb0aHrYv
373d0fc0-f2bc-dced-b881-f8d24e11271e,30249157-7376-a8c9-c323-754b8a8c5fac,2025-08-20 22:28:27.000000,debit,NEFT/162239095053/CNRB/SELECTIONMALIGAI,"₹127,444.79",S5861631,2+xDb3rGOueFypAtLb0NI8klT9RiUmOkfhNxDZ+RQI4CROPd
e1c22307-6b10-8400-850e-220f7d11122e,431ad105-a6fc-62f8-78e9-d4c2711e4951,2025-09-12 14:52:00.000000,credit,UPI-SELECTRICITY TWO PRIVATE LIMITED-XXXXXX6788-CNRB0002125-229554098198,"₹452,108.99",S28861771,
69cbe4ce-c461-6c36-2d13-b154bf940222,2b56f3ac-8091-40f0-3965-dadfa6fc42e7,2025-10-26 13:07:16.000000,debit,NEFT/725605106572/TMBL/SELECTIONMALIGAI,"₹111,056.97",S11855617,b3oOAp5BZn69RtWp1ghfD6nrvvH0Pswm+wxokT8fowyJikPtHm7S
5fbf07d1-e3ee-4421-9c9a-c3d59aa32a96,f2d37fca-0695-8238-4234-d7555ab6c3b6,2025-11-01 13:48:02.000000,credit,NEFT/191984534511/CNRB/SELECTION MOBILE,"₹107,404.36",S63622328,nzVmxWKJ/eTveXSFaKk9LSp033Qbzalw38t3uAtuXG4Wybdbrt67OPwA
ea75e9ff-491f-2317-0232-331f97fb0dd0,91014f89-aa94-392b-6a31-47aabdbb4f09,2025-12-31 16:50:52.000000,credit,UPI-SELECTION MOBILE-XXXXXX3216-CNRB0002125-512076758677,"₹85,480.01",S31518317,
15865e66-821d-a660-7428-e2604bcf35da,391347c4-119c-f099-6c80-1521d6271cf6,2026-01-13 00:17:07.000000,credit,NEFT  - UTIB0001241 - 70268782 - 124105002702 - SELECTIONMALIGAI,"₹477,412.26",S86829771,1fswnS3VEoSy47p0Tz0gu1lkBK0QmmEaRQ7ZVmEGCEFQ6HzFT
1e5506dc-4817-370d-54b0-737d6c8561d0,2b56f3ac-8091-40f0-3965-dadfa6fc42e7,2026-02-19 17:40:32.000000,credit,FT -  67018722 -  50200013729069 - GAUTAM SINGH,"₹201,223.12",S44641380,vjFPzbDHYx8LavGR/F9Hf+9pzgiXoqOz7fSXJP+s2ncHHPBVAp/UBh
75bc6fad-5a34-aa78-422e-3c9e4b587389,b9d3c0bb-8cad-079d-58a3-6e602447af72,2026-03-02 13:52:36.000000,credit,IMPS/P2A/377117153362/SBIN/918020101986700/00/INET/9211/SELECTIONMALIGAI,"₹384,149.19",S78199270,
11aaa638-f5f9-2c19-1824-eb5a342ef0c4,557454cc-0c2f-b232-8b03-dd914d6187f1,2026-04-29 11:57:27.000000,credit,UPI-SELECTION MOBILE-XXXXXX1080-CNRB0002125-861090798529,"₹110,622.63",S78411673,NNAESWfVRrv1jm4YM52V0mbBM4TQvsZYUT2NSnomPB
b1920f2e-6c6d-d833-a0ee-9b355042a79b,7eda57aa-1ba0-47a8-cec9-4d8ecfa8420b,2026-05-09 23:37:39.000000,debit,UPI-SELECTION ELECTRONICS-XXXXXX8343-RATN0002125-866908412269,"₹90,928.79",S38922021,/2zFkvptRkokeD8cLFX/Rf/FSeTl6Ovp24CF9ejoJ+Cw
698ef969-3b4b-4677-35ef-82d16168ba59,b9d3c0bb-8cad-079d-58a3-6e602447af72,2026-06-30 16:08:01.000000,credit,FT -  21577968 -  50200013729069 - SELECTION MOBILE,"₹235,324.02",S74027289,
71ae44cd-915e-7dc7-5cb8-8dcc2fa8d8d9,0b0897e6-8c88-fab1-59b9-5def4d9d1afc,2024-07-27 21:10:17.000000,credit,UPI-NAVYUG SELECTION-XXXXXX9340-CNRB0002125-182595631977,"₹420,461.45",S41575692,
8775397b-5aaf-ed7b-76a2-83c531361158,7eda57aa-1ba0-47a8-cec9-4d8ecfa8420b,2024-08-04 06:43:47.000000,credit,FT -  61849049 -  50200013729069 - SELECTION ELECTRONICS,"₹354,514.05",S97103819,
e767bb60-1e83-c4d5-f471-d89e5d9ff4f7,31bc601f-e01c-385f-1294-f31394999a45,2024-09-01 21:59:32.000000,credit,UPI-NAVYUG SELECTION-XXXXXX9397-TMBL0002125-842192080111,"₹61,241.90",S57444217,uYkO44TCynGkPMaV6Hqvyc5Z8u7sB2B0Do7IeHjczjzRYdoDahNtz7vBz
95015b81-abd5-9be2-2705-694538c85847,91014f89-aa94-392b-6a31-47aabdbb4f09,2024-10-22 08:21:53.000000,debit,IMPS/P2A/276785021015/AUBL/918020101986700/00/INET/9211/SELECTION MOBILE,"₹427,869.16",S63515748,jowhtUjNVKGXvSFtfuai5+vYKfwY4n57ugfU6bE6POGzP+/8yvS3AekJ
25a1e714-5f83-92c0-78f1-a60d8da598ce,8228dbc1-0824-2125-4640-93b9d3ed52c8,2024-11-10 00:39:14.000000,debit,FT -  35182617 -  50200013729069 - SELECTIONMALIGAI,"₹272,859.30",S33121708,
ffc8fb1e-3604-043a-7609-e8911f242b95,d5681e48-5cb6-fb16-1d3b-bf43dde37ae6,2024-12-20 11:13:23.000000,debit,IMPS/P2A/814283804523/RATN/918020101986700/00/INET/9211/UMANG SELECTION,"₹86,007.68",S55073586,
0d503792-9290-557a-6f64-5ecc98d9918a,da343455-d73a-dc61-e247-af7e0cfe6821,2025-01-24 19:51:22.000000,debit,UPI-SELECTRICITY TWO PRIVATE LIMITED-XXXXXX7491-HDFC0002125-635903474820,"₹67,719.47",S22161189,3p2D0bGukoPW+rpEsoktBaJ3vZM5lJy2F0pkhNUr00r4w2
ad50dd81-e38d-7123-98b0-8b39c8763667,424f1bd2-ad27-0ddd-6b9f-53b5532fa65f,2025-02-26 17:29:08.000000,debit,UPI-PARESH VIKRANT GHASE-XXXXXX6980-RATN0002125-143574831746,"₹437,975.74",S9812841,f5apx7w1Lh/PG/5F4zwt55jsbH6vkfhM/K5IPU9+waOwX
f10f3cf5-e973-24d5-005e-1a457e3e4d83,f3de4143-4b71-85a4-2d72-0b856cfdf13e,2025-03-07 05:00:28.000000,debit,NEFT/867996046783/SBIN/RELIANCEDIGITAL RETAIL LTD,"₹22,315.33",S47921449,
5418b297-c33b-96dd-a374-d5d20deccfa0,57054cc9-340a-8491-c771-e83d9d9e23e7,2025-04-26 01:47:15.000000,credit,UPI-RELIANCEDIGITAL RETAIL LTD-XXXXXX7832-TMBL0002125-164609704861,"₹415,843.30",S85776422,
ed598fff-da30-3fcd-af18-716eae0d23d6,a3fd30c5-9051-54b1-95a6-97ef7256463d,2025-05-06 22:25:21.000000,debit,UPI-SELECT CITY SAKET DELHI-XXXXXX5646-CNRB0002125-572321292462,"₹432,772.70",S94555678,bFf2EOu7C1P0j6lurkTGi+y8IECn8tAjGk5qP0+p8zVh2w
5a9ba842-bf59-ec97-8fb7-752799b155fd,2aa22392-9b2c-b766-1095-5e0d0199bc7e,2025-06-28 11:10:32.000000,debit,FT -  90973795 -  50200013729069 - PARESH VIKRANT GHASE,"₹325,014.01",S70708324,
4ed46ce1-559d-3867-bd4c-b0c16d212d94,fe6609b5-b931-240e-60d1-d4c8e84f6b9b,2025-07-15 16:34:10.000000,credit,NEFT/697036921145/KKBK/PARESH VIKRANT GHASE,"₹417,853.19",S6056294,SdShydiFIk+qLNFMu5YF4NjHv91tGYwqpXFwdxOIPtfh8TZJrE9I5kp4J3PW
1688eb4c-6ed2-b3c7-f796-fa50a574edc9,11d818a5-6fe9-0bfe-7e68-fc38f9fe1006,2025-08-27 06:13:09.000000,credit,NEFT/386085047425/HDFC/NAVYUG SELECTION,"₹179,207.72",S54385329,AQEWIC/O1Qhj1X2ev9KuVP7yAtrrF5J/IPaxCHP/WOZimaI23RvzY/eG
be8e639d-ccbf-c84a-7d81-dbde88ceebe4,2aa22392-9b2c-b766-1095-5e0d0199bc7e,2025-09-23 23:40:40.000000,debit,NEFT/916539743678/HDFC/SELECTIONMALIGAI,"₹393,969.04",S54033824,Gz6vTwwtsFob1pb8f+xjP1cqXc4pYjna5AWB8rhJqbSun
10d81f49-8b2c-465f-6ac7-1324a3da3b8e,a3fd30c5-9051-54b1-95a6-97ef7256463d,2025-10-18 08:33:03.000000,credit,FT -  93755114 -  50200013729069 - SELECTION MOBILE,"₹101,404.33",S16019944,sPc2qn1lZrOqf529OpSrnhOGCBxJ6ct3tRANdMFpAJKtGUbcCXuho
f692563a-0af1-5540-ce38-76b388fe2bcf,30249157-7376-a8c9-c323-754b8a8c5fac,2025-11-12 09:07:18.000000,credit,IMPS/P2A/753706613889/CNRB/918020101986700/00/INET/9211/SELECTION ELECTRONICS,"₹114,596.67",S94963562,w80SeVk4s6ouhITFrIyE0ZW4Jgnctulq4BAdzRtxP00120TEWg
559b7bfb-6cda-c63e-46f9-004461ec0654,57054cc9-340a-8491-c771-e83d9d9e23e7,2025-12-16 17:09:40.000000,debit,FT -  72934882 -  50200013729069 - SELECT CITY SAKET DELHI,"₹78,340.64",S52204282,ENX6nPTnENwtb+SyU6pCfNlPz877s01OXfAIg7Hgo0EShAPVn8d2gLhmAr5
f2f1d8f9-b6c1-1f6c-ecf9-d04564d9a379,6d55974a-a614-424b-80f1-d2b178a90f7b,2026-01-15 11:50:22.000000,debit,FT -  73100352 -  50200013729069 - SELECTION MOBILE,"₹92,590.22",S32454721,J3XkFSo+ltc68bPRjTKdl5IbU2eRXGEuJm4g2LE4xPFY8YeRj6qPS
4918fb29-191b-5919-737a-2117f94d24a7,7eda57aa-1ba0-47a8-cec9-4d8ecfa8420b,2026-02-28 18:46:33.000000,credit,IMPS/P2A/983601681240/SBIN/918020101986700/00/INET/9211/PARESH VIKRANT GHASE,"₹111,916.92",S44818115,
19893bc9-54bd-76d7-94d5-407ee6470ba6,57054cc9-340a-8491-c771-e83d9d9e23e7,2026-03-27 09:39:13.000000,credit,IMPS/P2A/500543347605/KKBK/918020101986700/00/INET/9211/SELECTIONMALIGAI,"₹329,365.28",S66210359,EjEQG3n6HSxE8D0V2no1niUaziTwCi/IJbtntp7LPKhBphX2VxDdPZSl
9b2accd5-79b2-7fdb-d114-7a4c4bb7e2b2,a3fd30c5-9051-54b1-95a6-97ef7256463d,2026-04-22 01:45:53.000000,debit,IMPS/P2A/157591886112/ICIC/918020101986700/00/INET/9211/SELECTION MOBILE,"₹317,810.68",S57415200,ducDGu6HZ3lPAsrIcE04q4bGA+vurmWD87t+HeJsp2YirjZQL437hmdgx4f
8de3925f-889b-6eb6-fb31-0d71a1fc8df1,424f1bd2-ad27-0ddd-6b9f-53b5532fa65f,2026-05-25 17:57:33.000000,debit,FT -  26411601 -  50200013729069 - SELECTIONMALIGAI,"₹230,371.83",S12895229,
72abadcd-6e71-54ad-1bbb-c63bd1ae8be4,68e3d7e8-c584-54b2-5eb0-ed1010499083,2026-06-11 04:46:12.000000,credit,UPI-SELECTRICITY TWO PRIVATE LIMITED-XXXXXX7448-RATN0002125-596144407605,"₹425,382.36",S48002965,PfuSNAbwb3I/cPn+uSTtaxJzlFQjEOWZZdSYvAnl+gzKGczPm
9afccfda-b40f-d0b6-a6e1-3aae24b75632,c74096ca-5edc-97b6-98ee-66bde4d6b951,2024-07-08 19:16:41.000000,debit,UPI-SELECTRICITY TWO PRIVATE LIMITED-XXXXXX7238-AUBL0002125-948483417073,"₹411,226.52",S93772389,Gt7iLCOUdkECdAng6B9cXjH/JSvA647GIMqXyy/UAWv0uK85egF
9bbed730-3ae3-bf1b-d5dd-e7a7ef3e1fcb,0b0897e6-8c88-fab1-59b9-5def4d9d1afc,2024-08-30 01:51:09.000000,credit,NEFT/464442354197/UTIB/SELECTION ELECTRONICS,"₹312,255.39",S81515379,CJ6vj9R2wA4fuKdBTjexmPsjmEIaEHSbdR+taof/Mz6U8nAizrzU
0aa6e2ae-f14a-4088-155e-5995aa275fe2,5a64d576-e507-1266-0a87-6326909a483e,2024-09-11 07:43:49.000000,debit,NEFT  - ICIC0001241 - 76297354 - 124105002702 - GAUTAM SINGH,"₹300,871.44",S22539795,iMvyAFnBZQ/D9IU6yykLOWg2tM2Idmj58/TVWi8Go8lO
e9fbd51f-7f13-b468-5fe7-a70b5373a533,da343455-d73a-dc61-e247-af7e0cfe6821,2024-10-18 17:24:54.000000,debit,IMPS/P2A/172910753963/RATN/918020101986700/00/INET/9211/SELECTION MOBILE,"₹450,284.75",S20363776,
d44b77b7-3885-f5be-5f96-3a70b663df44,fe1ec28d-7cb0-944f-a856-b9666a5ad981,2024-11-19 13:54:58.000000,credit,NEFT/640340542840/UBIN/SELECTION MOBILE,"₹88,568.81",S41266127,hmqiydrt4A8xJcwneGIQJSAaaTuXUOWVxfJJJdqGft1Zu/PE
f5b930e3-87bc-70f5-5b0e-09d90b928c82,31bc601f-e01c-385f-1294-f31394999a45,2024-12-27 03:10:59.000000,debit,IMPS/P2A/319043346633/UBIN/918020101986700/00/INET/9211/SELECT CITY SAKET DELHI,"₹56,717.74",S41757023,
0a8c626d-6d7b-fb14-a7b1-df4448c33309,6d55974a-a614-424b-80f1-d2b178a90f7b,2025-01-22 02:14:59.000000,debit,UPI-PARESH VIKRANT GHASE-XXXXXX7414-KKBK0002125-758202621921,"₹189,107.28",S59032315,HM7E2AfbhbtQQIX70nBm9pAQByKUTfu5fFXxdvy6I7BmLh/zFZza+lJ
797b3061-35de-5b00-1044-1411aba82385,f3de4143-4b71-85a4-2d72-0b856cfdf13e,2025-02-09 00:17:02.000000,credit,NEFT/517813658525/CNRB/GAUTAM SINGH,"₹114,919.03",S61536425,6lefVjAMNslZktB1UWq0Yv4zgrSO2UMiHrEIsshvM1On
c2e22efa-778d-12ce-0c63-6e56f6605b66,431ad105-a6fc-62f8-78e9-d4c2711e4951,2025-03-18 05:21:31.000000,credit,NEFT  - RATN0001241 - 65503790 - 124105002702 - SELECTION MOBILE,"₹21,278.34",S40397539,m26ywE2CAG+P5tUnttaTxkzR3GfwLj+q3ILZVpaNrnoE9vidpz9
51134e30-1730-0ead-b760-d630b5f4c159,0b0897e6-8c88-fab1-59b9-5def4d9d1afc,2025-04-12 03:48:51.000000,credit,UPI-SELECTRICITY TWO PRIVATE LIMITED-XXXXXX3624-SBIN0002125-396113842328,"₹453,784.91",S28355767,
b22fc6d3-c7b4-368f-b176-65779aaa45bd,da343455-d73a-dc61-e247-af7e0cfe6821,2025-05-24 09:52:45.000000,credit,FT -  54658348 -  50200013729069 - RELIANCEDIGITAL RETAIL LTD,"₹426,530.13",S1321595,s0ylTel3BpNfJIPIq8ospKw9OOJILGDy0D+GJP6RL
929cb552-4bcc-7a42-a8e1-4d46d6e4c9d7,da343455-d73a-dc61-e247-af7e0cfe6821,2025-06-04 07:01:47.000000,debit,NEFT  - TMBL0001241 - 28960136 - 124105002702 - RELIANCEDIGITAL RETAIL LTD,"₹224,404.78",S26294677,
787bf8ad-471c-684d-662a-64508306c631,424f1bd2-ad27-0ddd-6b9f-53b5532fa65f,2025-07-28 15:50:26.000000,credit,IMPS/P2A/102742945648/RATN/918020101986700/00/INET/9211/NAVYUG SELECTION,"₹187,069.27",S40556340,
76ee0bff-da0b-9dfe-d153-24d775600764,fe6609b5-b931-240e-60d1-d4c8e84f6b9b,2025-08-01 13:03:12.000000,debit,NEFT/397453939713/UBIN/UMANG SELECTION,"₹109,199.49",S57464872,
fd418cbd-707f-6726-fc9d-446b71d28fca,14c6f075-d9ab-45a9-4a65-33226a23d14e,2025-09-30 21:05:59.000000,debit,NEFT/555196497046/ICIC/SELECTION MOBILE,"₹42,885.04",S32096839,XCmTQIAVEFtD3mPhp/o8mlKJzvbjXnjY+hfoyiRewmHiP
95885c0d-f968-639f-6b86-a278c26ea6b2,d8133f40-e1f6-0436-98d7-73a240f1576d,2025-10-03 22:08:24.000000,credit,NEFT/291350061092/HDFC/NAVYUG SELECTION,"₹287,106.16",S38411256,
51346c93-5eb9-730a-0284-caaf69f068a8,8228dbc1-0824-2125-4640-93b9d3ed52c8,2025-11-14 10:15:10.000000,credit,IMPS/P2A/783416575188/SBIN/918020101986700/00/INET/9211/SELECTION MOBILE,"₹30,847.43",S81933936,gCCUe7QDMB7zU/gCq/u8xnP3S5X7VsdrFRMmsSDRBRh70KZL6AjW17
0dc42645-8d38-3f7f-9642-c1e1f025d8b9,7cf6e314-1e30-8359-ff69-9980be3fdf41,2025-12-11 17:02:28.000000,debit,FT -  54821629 -  50200013729069 - NAVYUG SELECTION,"₹327,162.54",S43465867,3zMqNPYo/Dv++GZqfNRjcSsTwnv6mI9VKA9vAg+xIcTww
8df5826e-00fa-e63e-afd4-13c368048f57,179ae64c-7873-f2a7-8c4f-efbb09c72369,2026-01-03 17:43:12.000000,credit,NEFT/707537783748/ICIC/UMANG SELECTION,"₹431,586.81",S52886193,
6a544ad3-cea1-e711-c61c-b5f36510ff95,31bc601f-e01c-385f-1294-f31394999a45,2026-02-28 15:08:30.000000,debit,IMPS/P2A/771801783993/UTIB/918020101986700/00/INET/9211/UMANG SELECTION,"₹318,031.08",S79403653,
690a478c-f099-b76b-8f5e-ec2d7ed503fc,57212b73-c71b-3711-bc37-1ac374ecbe43,2026-03-05 18:30:13.000000,credit,UPI-PARESH VIKRANT GHASE-XXXXXX8159-SBIN0002125-705207559455,"₹311,058.54",S49480073,
c60f88b0-7ec6-155d-6d85-13e75db4d8be,30249157-7376-a8c9-c323-754b8a8c5fac,2026-04-23 00:26:33.000000,debit,NEFT  - SBIN0001241 - 25431267 - 124105002702 - SELECTIONMALIGAI,"₹281,290.59",S12190490,
94a71c81-eb68-71b2-0c93-76280c7c8d29,557454cc-0c2f-b232-8b03-dd914d6187f1,2026-05-16 08:32:10.000000,debit,FT -  98911490 -  50200013729069 - SELECTRICITY TWO PRIVATE LIMITED,"₹4,937.63",S3749214,VRMqXRgSiPjFZQlukIpky9lVDpImK4zBOXoB6mW9SE
d1c2fb14-fb1f-011c-bd2d-caabb427cada,2aa22392-9b2c-b766-1095-5e0d0199bc7e,2026-06-18 10:06:12.000000,credit,FT -  30693974 -  50200013729069 - PARESH VIKRANT GHASE,"₹215,045.95",S89371353,da6/DxHPDlfUlka7jn5WlkOKC+W13+mIxNmgbINgBowB6DOag1c0a
111ba8bd-e8cb-e347-b0dd-68914c92ce1e,d8948b87-39a3-4a20-5ca0-3abfd54746aa,2024-07-06 15:58:32.000000,credit,IMPS/P2A/810577797893/HDFC/918020101986700/00/INET/9211/SELECTION ELECTRONICS,"₹310,503.33",S95181670,8OUv5WYcD2fjoJcIGVBEp1sW5Jq+ont5GeuCZNdnMybS5whG
8d38d67b-70de-f2e0-8537-9a432a6bcf62,fe1ec28d-7cb0-944f-a856-b9666a5ad981,2024-08-28 01:45:00.000000,debit,UPI-PARESH VIKRANT GHASE-XXXXXX6458-KKBK0002125-903759111608,"₹54,655.90",S36440464,
f74b3456-6410-81b5-7b50-210ec80ce05e,8228dbc1-0824-2125-4640-93b9d3ed52c8,2024-09-18 19:28:55.000000,credit,IMPS/P2A/991834387211/UTIB/918020101986700/00/INET/9211/SELECTION MOBILE,"₹463,749.97",S45973610,fxOra1QAbEl5WmC3YWx4wQfkICK/ApI/Z+t2Uo1BJRUWk6dWUDXqWWCKqhi5
cf66600e-d812-1c01-9d44-567737346306,424f1bd2-ad27-0ddd-6b9f-53b5532fa65f,2024-10-17 14:15:10.000000,debit,FT -  74324454 -  50200013729069 - SELECTION ELECTRONICS,"₹154,111.66",S39581236,
de2f593e-3491-9aa5-967a-d4dc0290171e,557454cc-0c2f-b232-8b03-dd914d6187f1,2024-11-06 15:00:16.000000,credit,IMPS/P2A/140210757413/TMBL/918020101986700/00/INET/9211/SELECTION MOBILE,"₹452,324.26",S23101126,F5U9m2JEeRsv/lvQdsCRX0GD/wdeRDgm4iFNCD0b2I01sT8FsWvgMxy4
9ae953e8-45ac-9866-257c-1967af6f1e30,fe86b954-b73f-7cd8-4e91-6411541a6335,2024-12-20 18:01:52.000000,debit,NEFT/272688097701/TMBL/UMANG SELECTION,"₹78,220.26",S91791199,
3ae8a7c8-4d77-47ee-d7c2-cff88fe18c35,62f99b63-4975-57f0-1611-9193590a1d57,2025-01-18 21:19:10.000000,credit,FT -  73926029 -  50200013729069 - SELECTION MOBILE,"₹261,653.80",S47827217,
ddbb366a-ba1f-95f8-a5e3-3d873fb553be,aa683c6d-5a5f-0a70-aa95-81a0575b7157,2025-02-23 10:22:34.000000,credit,IMPS/P2A/608581148198/KKBK/918020101986700/00/INET/9211/SELECT CITY SAKET DELHI,"₹135,401.20",S32385505,gMefEdFKJ/ogBLiy2aenI1YS3TUFjX1sMXfSwM1RgpdGjrULmZ7SyDj
5f03f8a3-cc87-4935-63a1-8668bd8c4c5e,d5681e48-5cb6-fb16-1d3b-bf43dde37ae6,2025-03-01 09:25:50.000000,credit,NEFT  - UBIN0001241 - 73762439 - 124105002702 - UMANG SELECTION,"₹2,571.45",S58006829,gD/gFveEQm95sYOoePqAglhq86N1n0fl01PFx7gT1k/hMncpAfNVweFq1IPC
3e29a192-a244-aebb-9c80-1d6991f07da9,62f99b63-4975-57f0-1611-9193590a1d57,2025-04-26 21:28:08.000000,credit,NEFT  - AUBL0001241 - 75863125 - 124105002702 - NAVYUG SELECTION,"₹395,990.62",S8740206,NhJO+Qhyw5+e+jCohGBs6kmbWT4uV7XTV6GOECGWmAnR0uvbL3
9d9b9c3b-1db2-31d5-9caf-fd2246726549,178c8d70-04b8-ef83-41a7-910fc155267f,2025-05-19 07:09:06.000000,credit,NEFT  - CNRB0001241 - 74747821 - 124105002702 - SELECT CITY SAKET DELHI,"₹247,780.31",S23267161,8+cuAYKkaVd8JlWiA6COdBTSfUzMsSySST622JTtreRx6MZGID
d53c7d84-1783-3bdb-1c2e-8ae5eb0fb60f,d8948b87-39a3-4a20-5ca0-3abfd54746aa,2025-06-09 00:24:26.000000,debit,NEFT/101115472859/CNRB/SELECTRICITY TWO PRIVATE LIMITED,"₹213,346.93",S69644880,QesvfYgCf07ckTdGTbz5mML6ccEBrni4z39LXbZnCCvGh
ad0b5dab-ba48-ae6d-17f4-83435148497b,0b0897e6-8c88-fab1-59b9-5def4d9d1afc,2025-07-11 02:53:47.000000,credit,NEFT  - CNRB0001241 - 14106236 - 124105002702 - SELECTRICITY TWO PRIVATE LIMITED,"₹457,980.56",S10167195,
57ba0e68-9bf7-8925-cc37-6d9d689985ac,fe6609b5-b931-240e-60d1-d4c8e84f6b9b,2025-08-24 09:42:26.000000,credit,IMPS/P2A/733879115670/SBIN/918020101986700/00/INET/9211/UMANG SELECTION,"₹426,091.76",S10781236,
9f0f500c-4a2c-eb64-4c4e-5b1b8cbe6de5,59aad591-57f3-5379-d516-a330c6793b29,2025-09-13 22:32:05.000000,debit,NEFT  - TMBL0001241 - 20103673 - 124105002702 - GAUTAM SINGH,"₹292,850.18",S10494896,
336c577e-387b-cebb-a1ea-fdcdf8ab81e8,fe86b954-b73f-7cd8-4e91-6411541a6335,2025-10-25 19:24:43.000000,credit,IMPS/P2A/162234890321/UBIN/918020101986700/00/INET/9211/SELECTRICITY TWO PRIVATE LIMITED,"₹69,130.32",S97997214,X1/vUt38YfzSA20A2+Wv46rY87ODYSycGPgoT4VO
e04eed6a-e2ab-31e5-fce1-96c2515b60e9,179ae64c-7873-f2a7-8c4f-efbb09c72369,2025-11-19 10:50:00.000000,credit,NEFT/752607689515/UBIN/SELECT CITY SAKET DELHI,"₹331,817.10",S60983440,
8aaeee06-d256-31e7-c185-184814b822fd,c74096ca-5edc-97b6-98ee-66bde4d6b951,2025-12-12 13:44:29.000000,debit,NEFT/486607529217/UTIB/RELIANCEDIGITAL RETAIL LTD,"₹310,473.79",S83238431,lI55mYHZaGMev69hkLOz3aJYaD7861CW6gVojsiKGVQJikJ
ca6c64b0-0aa4-d85a-b25d-889691e484d6,aa683c6d-5a5f-0a70-aa95-81a0575b7157,2026-01-05 22:33:22.000000,credit,NEFT  - UBIN0001241 - 41294959 - 124105002702 - SELECTION ELECTRONICS,"₹461,148.07",S63028455,
44f0ab9d-19db-5890-7abe-3965541eb7e3,d8948b87-39a3-4a20-5ca0-3abfd54746aa,2026-02-04 10:02:12.000000,debit,UPI-SELECTIONMALIGAI-XXXXXX1053-SBIN0002125-232309555181,"₹220,055.37",S46713469,K5l0qDxySXIce6pJCiCly63/hv9LRoYE+y+IxnxQ7+5v1MH9
ae7ad686-1e32-8738-f116-dd3bc9bcf2c6,f3de4143-4b71-85a4-2d72-0b856cfdf13e,2026-03-16 04:01:02.000000,credit,UPI-PARESH VIKRANT GHASE-XXXXXX8265-UBIN0002125-483136372865,"₹241,842.46",S56640137,Wey0ZYHKCPzREtPG4i+QmUNXZroKVgOJ1cPBJBucX9iQ8KIf6tp
d8cad47b-fdba-7927-0c84-5f85acaaff84,8228dbc1-0824-2125-4640-93b9d3ed52c8,2026-04-02 14:16:46.000000,debit,NEFT  - UBIN0001241 - 20608397 - 124105002702 - PARESH VIKRANT GHASE,"₹442,218.53",S57369970,
2497c946-76d7-71b2-c15b-816a8ab7429b,391347c4-119c-f099-6c80-1521d6271cf6,2026-05-03 10:19:58.000000,credit,UPI-PARESH VIKRANT GHASE-XXXXXX6861-UTIB0002125-605252498830,"₹368,518.21",S78167016,URuxKQ5wuMwk4b5JZXDbLwDRJ66P3robOYPMk7peRoOw4nDgxZKjHJLnf9b
2c56b6c4-1e4d-dcc4-7f4b-fb36ca485dee,d8948b87-39a3-4a20-5ca0-3abfd54746aa,2026-06-02 02:51:46.000000,credit,NEFT  - UBIN0001241 - 18566952 - 124105002702 - PARESH VIKRANT GHASE,"₹480,202.74",S18909209,/8gljZBsG/fYbEdxDSXGviCgM2y9Z0AzRtG9ub3BOR9f0QKBjY82YKnaP
eecc1d47-5df5-be54-2437-fea15c29cd0c,57054cc9-340a-8491-c771-e83d9d9e23e7,2024-07-29 13:18:17.000000,credit,FT -  67378796 -  50200013729069 - SELECTIONMALIGAI,"₹24,113.34",S12752987,
a7e9f770-caf4-2c5a-615a-587701384e84,0b0897e6-8c88-fab1-59b9-5def4d9d1afc,2024-08-12 15:22:46.000000,debit,IMPS/P2A/385276046948/AUBL/918020101986700/00/INET/9211/UMANG SELECTION,"₹23,691.46",S17057945,vDZ4IWYimaog7rR7qlh23btJ3Fbn4r9wbiWnncpfON1tsoQKScoPaD9rEKj
af84a7cf-cccc-9504-d2af-c35491c23c79,a96a98fd-e22b-522c-af92-5f1be1a94f8f,2024-09-09 05:53:12.000000,credit,NEFT/930114808748/RATN/SELECT CITY SAKET DELHI,"₹236,699.76",S7151584,
5857442c-429b-6b10-5a6a-e4176c307e32,0b0897e6-8c88-fab1-59b9-5def4d9d1afc,2024-10-14 04:22:05.000000,debit,NEFT  - HDFC0001241 - 95870116 - 124105002702 - SELECTIONMALIGAI,"₹351,124.58",S38657015,
f305aa20-db1a-0890-aabe-c88adf50c910,57212b73-c71b-3711-bc37-1ac374ecbe43,2024-11-03 01:25:46.000000,credit,IMPS/P2A/552991297420/KKBK/918020101986700/00/INET/9211/SELECTION MOBILE,"₹441,309.72",S19338109,
24e977a9-1eba-4888-5bc5-e5043e1ffc34,8228dbc1-0824-2125-4640-93b9d3ed52c8,2024-12-28 02:24:59.000000,credit,NEFT/763895683410/AUBL/SELECTION MOBILE,"₹1,202.71",S95413987,
2d91d148-bb15-02f2-54ec-4c667cece007,68e3d7e8-c584-54b2-5eb0-ed1010499083,2025-01-22 01:21:10.000000,debit,NEFT  - UTIB0001241 - 87987886 - 124105002702 - SELECTIONMALIGAI,"₹328,970.82",S16264004,
